,ProteinName,FullPeptideName,transition_group_id,transition_name,RetentionTime,Annotation,PrecursorMz,MS1 Res,ProductMz,MS2 Res,Dwell,Fragmentor,Collision Energy,Cell Accelerator Voltage,LibraryIntensity,decoy,PeptideSequence,LabelType,PrecursorCharge,FragmentCharge,FragmentType,FragmentSeriesNumber,quantifying_transition,identifying_transition,detecting_transition
4533,HMDB:HMDB0060982,,HMDB:HMDB0060982,HMDB:HMDB0060982,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4534,HMDB:HMDB0060494,,HMDB:HMDB0060494,HMDB:HMDB0060494,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4535,HMDB:HMDB0033420,,HMDB:HMDB0033420,HMDB:HMDB0033420,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4536,HMDB:HMDB0012550,,HMDB:HMDB0012550,HMDB:HMDB0012550,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4537,HMDB:HMDB0030730,,HMDB:HMDB0030730,HMDB:HMDB0030730,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4538,HMDB:HMDB0000903,,HMDB:HMDB0000903,HMDB:HMDB0000903,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4539,HMDB:HMDB0015579,,HMDB:HMDB0015579,HMDB:HMDB0015579,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4540,HMDB:HMDB0036803,,HMDB:HMDB0036803,HMDB:HMDB0036803,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4541,HMDB:HMDB0013657,,HMDB:HMDB0013657,HMDB:HMDB0013657,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4542,HMDB:HMDB0035154,,HMDB:HMDB0035154,HMDB:HMDB0035154,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4543,HMDB:HMDB0040527,,HMDB:HMDB0040527,HMDB:HMDB0040527,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4544,HMDB:HMDB0031764,,HMDB:HMDB0031764,HMDB:HMDB0031764,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4545,HMDB:HMDB0015206,,HMDB:HMDB0015206,HMDB:HMDB0015206,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4546,HMDB:HMDB0014665,,HMDB:HMDB0014665,HMDB:HMDB0014665,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4547,HMDB:HMDB0062198,,HMDB:HMDB0062198,HMDB:HMDB0062198,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4548,HMDB:HMDB0037475,,HMDB:HMDB0037475,HMDB:HMDB0037475,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4549,HMDB:HMDB0015193,,HMDB:HMDB0015193,HMDB:HMDB0015193,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4550,HMDB:HMDB0060893,,HMDB:HMDB0060893,HMDB:HMDB0060893,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4551,HMDB:HMDB0002278,,HMDB:HMDB0002278,HMDB:HMDB0002278,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4552,HMDB:HMDB0015546,,HMDB:HMDB0015546,HMDB:HMDB0015546,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4553,HMDB:HMDB0031754,,HMDB:HMDB0031754,HMDB:HMDB0031754,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4554,HMDB:HMDB0015248,,HMDB:HMDB0015248,HMDB:HMDB0015248,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4555,HMDB:HMDB0030380,,HMDB:HMDB0030380,HMDB:HMDB0030380,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4556,HMDB:HMDB0013958,,HMDB:HMDB0013958,HMDB:HMDB0013958,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4557,HMDB:HMDB0062334,,HMDB:HMDB0062334,HMDB:HMDB0062334,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4558,HMDB:HMDB0038471,,HMDB:HMDB0038471,HMDB:HMDB0038471,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4559,HMDB:HMDB0126071,,HMDB:HMDB0126071,HMDB:HMDB0126071,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4560,HMDB:HMDB0001439,,HMDB:HMDB0001439,HMDB:HMDB0001439,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4561,HMDB:HMDB0128629,,HMDB:HMDB0128629,HMDB:HMDB0128629,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4562,HMDB:HMDB0039046,,HMDB:HMDB0039046,HMDB:HMDB0039046,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4563,HMDB:HMDB0130599,,HMDB:HMDB0130599,HMDB:HMDB0130599,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4564,HMDB:HMDB0029601,,HMDB:HMDB0029601,HMDB:HMDB0029601,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4565,HMDB:HMDB0015249,,HMDB:HMDB0015249,HMDB:HMDB0015249,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4566,HMDB:HMDB0030080,,HMDB:HMDB0030080,HMDB:HMDB0030080,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4567,HMDB:HMDB0012622,,HMDB:HMDB0012622,HMDB:HMDB0012622,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4568,HMDB:HMDB0015338,,HMDB:HMDB0015338,HMDB:HMDB0015338,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4569,HMDB:HMDB0029830,,HMDB:HMDB0029830,HMDB:HMDB0029830,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4570,HMDB:HMDB0041136,,HMDB:HMDB0041136,HMDB:HMDB0041136,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4571,HMDB:HMDB0034752,,HMDB:HMDB0034752,HMDB:HMDB0034752,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4572,HMDB:HMDB0012492,,HMDB:HMDB0012492,HMDB:HMDB0012492,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4573,HMDB:HMDB0039610,,HMDB:HMDB0039610,HMDB:HMDB0039610,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4574,HMDB:HMDB0061725,,HMDB:HMDB0061725,HMDB:HMDB0061725,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4575,HMDB:HMDB0035104,,HMDB:HMDB0035104,HMDB:HMDB0035104,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4576,HMDB:HMDB0029564,,HMDB:HMDB0029564,HMDB:HMDB0029564,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4577,HMDB:HMDB0033216,,HMDB:HMDB0033216,HMDB:HMDB0033216,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4578,HMDB:HMDB0006059,,HMDB:HMDB0006059,HMDB:HMDB0006059,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4579,HMDB:HMDB0015467,,HMDB:HMDB0015467,HMDB:HMDB0015467,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4580,HMDB:HMDB0000314,,HMDB:HMDB0000314,HMDB:HMDB0000314,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4581,HMDB:HMDB0015374,,HMDB:HMDB0015374,HMDB:HMDB0015374,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4582,HMDB:HMDB0013213,,HMDB:HMDB0013213,HMDB:HMDB0013213,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4583,HMDB:HMDB0002368,,HMDB:HMDB0002368,HMDB:HMDB0002368,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4584,HMDB:HMDB0040907,,HMDB:HMDB0040907,HMDB:HMDB0040907,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4585,HMDB:HMDB0038309,,HMDB:HMDB0038309,HMDB:HMDB0038309,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4586,HMDB:HMDB0041985,,HMDB:HMDB0041985,HMDB:HMDB0041985,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4587,HMDB:HMDB0127940,,HMDB:HMDB0127940,HMDB:HMDB0127940,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4588,HMDB:HMDB0060780,,HMDB:HMDB0060780,HMDB:HMDB0060780,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4589,HMDB:HMDB0014971,,HMDB:HMDB0014971,HMDB:HMDB0014971,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4590,HMDB:HMDB0038486,,HMDB:HMDB0038486,HMDB:HMDB0038486,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4591,HMDB:HMDB0013118,,HMDB:HMDB0013118,HMDB:HMDB0013118,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4592,HMDB:HMDB0060534,,HMDB:HMDB0060534,HMDB:HMDB0060534,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4593,HMDB:HMDB0002220,,HMDB:HMDB0002220,HMDB:HMDB0002220,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4594,HMDB:HMDB0029095,,HMDB:HMDB0029095,HMDB:HMDB0029095,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4595,HMDB:HMDB0015478,,HMDB:HMDB0015478,HMDB:HMDB0015478,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4596,HMDB:HMDB0030240,,HMDB:HMDB0030240,HMDB:HMDB0030240,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4597,HMDB:HMDB0013331,,HMDB:HMDB0013331,HMDB:HMDB0013331,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4598,HMDB:HMDB0062335,,HMDB:HMDB0062335,HMDB:HMDB0062335,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4599,HMDB:HMDB0061387,,HMDB:HMDB0061387,HMDB:HMDB0061387,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4600,HMDB:HMDB0125287,,HMDB:HMDB0125287,HMDB:HMDB0125287,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4601,HMDB:HMDB0014674,,HMDB:HMDB0014674,HMDB:HMDB0014674,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4602,HMDB:HMDB0240281,,HMDB:HMDB0240281,HMDB:HMDB0240281,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4603,HMDB:HMDB0000218,,HMDB:HMDB0000218,HMDB:HMDB0000218,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4604,HMDB:HMDB0132678,,HMDB:HMDB0132678,HMDB:HMDB0132678,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4605,HMDB:HMDB0128401,,HMDB:HMDB0128401,HMDB:HMDB0128401,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4606,HMDB:HMDB0029177,,HMDB:HMDB0029177,HMDB:HMDB0029177,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4607,HMDB:HMDB0128633,,HMDB:HMDB0128633,HMDB:HMDB0128633,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4608,HMDB:HMDB0034141,,HMDB:HMDB0034141,HMDB:HMDB0034141,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4609,HMDB:HMDB0015526,,HMDB:HMDB0015526,HMDB:HMDB0015526,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4610,HMDB:HMDB0030669,,HMDB:HMDB0030669,HMDB:HMDB0030669,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4611,HMDB:HMDB0001204,,HMDB:HMDB0001204,HMDB:HMDB0001204,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4612,HMDB:HMDB0002269,,HMDB:HMDB0002269,HMDB:HMDB0002269,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4613,HMDB:HMDB0039891,,HMDB:HMDB0039891,HMDB:HMDB0039891,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4614,HMDB:HMDB0013919,,HMDB:HMDB0013919,HMDB:HMDB0013919,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4615,HMDB:HMDB0038815,,HMDB:HMDB0038815,HMDB:HMDB0038815,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4616,HMDB:HMDB0001032,,HMDB:HMDB0001032,HMDB:HMDB0001032,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4617,HMDB:HMDB0041255,,HMDB:HMDB0041255,HMDB:HMDB0041255,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4618,HMDB:HMDB0114760,,HMDB:HMDB0114760,HMDB:HMDB0114760,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4619,HMDB:HMDB0001908,,HMDB:HMDB0001908,HMDB:HMDB0001908,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4620,HMDB:HMDB0014920,,HMDB:HMDB0014920,HMDB:HMDB0014920,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4621,HMDB:HMDB0014708,,HMDB:HMDB0014708,HMDB:HMDB0014708,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4622,HMDB:HMDB0014928,,HMDB:HMDB0014928,HMDB:HMDB0014928,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4623,HMDB:HMDB0003180,,HMDB:HMDB0003180,HMDB:HMDB0003180,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4624,HMDB:HMDB0036013,,HMDB:HMDB0036013,HMDB:HMDB0036013,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4625,HMDB:HMDB0038073,,HMDB:HMDB0038073,HMDB:HMDB0038073,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4626,HMDB:HMDB0037826,,HMDB:HMDB0037826,HMDB:HMDB0037826,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4627,HMDB:HMDB0002003,,HMDB:HMDB0002003,HMDB:HMDB0002003,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4628,HMDB:HMDB0005008,,HMDB:HMDB0005008,HMDB:HMDB0005008,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4629,HMDB:HMDB0060882,,HMDB:HMDB0060882,HMDB:HMDB0060882,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4630,HMDB:HMDB0042054,,HMDB:HMDB0042054,HMDB:HMDB0042054,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4631,HMDB:HMDB0029360,,HMDB:HMDB0029360,HMDB:HMDB0029360,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4632,HMDB:HMDB0014038,,HMDB:HMDB0014038,HMDB:HMDB0014038,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4633,HMDB:HMDB0031947,,HMDB:HMDB0031947,HMDB:HMDB0031947,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4634,HMDB:HMDB0033084,,HMDB:HMDB0033084,HMDB:HMDB0033084,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4635,HMDB:HMDB0015633,,HMDB:HMDB0015633,HMDB:HMDB0015633,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4636,HMDB:HMDB0015288,,HMDB:HMDB0015288,HMDB:HMDB0015288,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4637,HMDB:HMDB0015297,,HMDB:HMDB0015297,HMDB:HMDB0015297,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4638,HMDB:HMDB0015092,,HMDB:HMDB0015092,HMDB:HMDB0015092,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4639,HMDB:HMDB0002014,,HMDB:HMDB0002014,HMDB:HMDB0002014,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4640,HMDB:HMDB0062341,,HMDB:HMDB0062341,HMDB:HMDB0062341,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4641,HMDB:HMDB0060274,,HMDB:HMDB0060274,HMDB:HMDB0060274,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4642,HMDB:HMDB0041831,,HMDB:HMDB0041831,HMDB:HMDB0041831,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4643,HMDB:HMDB0012467,,HMDB:HMDB0012467,HMDB:HMDB0012467,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4644,HMDB:HMDB0040572,,HMDB:HMDB0040572,HMDB:HMDB0040572,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4645,HMDB:HMDB0037371,,HMDB:HMDB0037371,HMDB:HMDB0037371,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4646,HMDB:HMDB0127782,,HMDB:HMDB0127782,HMDB:HMDB0127782,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4647,HMDB:HMDB0039721,,HMDB:HMDB0039721,HMDB:HMDB0039721,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4648,HMDB:HMDB0014553,,HMDB:HMDB0014553,HMDB:HMDB0014553,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4649,HMDB:HMDB0039774,,HMDB:HMDB0039774,HMDB:HMDB0039774,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4650,HMDB:HMDB0031941,,HMDB:HMDB0031941,HMDB:HMDB0031941,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4651,HMDB:HMDB0040865,,HMDB:HMDB0040865,HMDB:HMDB0040865,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4652,HMDB:HMDB0030439,,HMDB:HMDB0030439,HMDB:HMDB0030439,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4653,HMDB:HMDB0032197,,HMDB:HMDB0032197,HMDB:HMDB0032197,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4654,HMDB:HMDB0014817,,HMDB:HMDB0014817,HMDB:HMDB0014817,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4655,HMDB:HMDB0133009,,HMDB:HMDB0133009,HMDB:HMDB0133009,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4656,HMDB:HMDB0033319,,HMDB:HMDB0033319,HMDB:HMDB0033319,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4657,HMDB:HMDB0041918,,HMDB:HMDB0041918,HMDB:HMDB0041918,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4658,HMDB:HMDB0002759,,HMDB:HMDB0002759,HMDB:HMDB0002759,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4659,HMDB:HMDB0032841,,HMDB:HMDB0032841,HMDB:HMDB0032841,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4660,HMDB:HMDB0094680,,HMDB:HMDB0094680,HMDB:HMDB0094680,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4661,HMDB:HMDB0002886,,HMDB:HMDB0002886,HMDB:HMDB0002886,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4662,HMDB:HMDB0000476,,HMDB:HMDB0000476,HMDB:HMDB0000476,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4663,HMDB:HMDB0040270,,HMDB:HMDB0040270,HMDB:HMDB0040270,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4664,HMDB:HMDB0029863,,HMDB:HMDB0029863,HMDB:HMDB0029863,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4665,HMDB:HMDB0000941,,HMDB:HMDB0000941,HMDB:HMDB0000941,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4666,HMDB:HMDB0030885,,HMDB:HMDB0030885,HMDB:HMDB0030885,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4667,HMDB:HMDB0015666,,HMDB:HMDB0015666,HMDB:HMDB0015666,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4668,HMDB:HMDB0015093,,HMDB:HMDB0015093,HMDB:HMDB0015093,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4669,HMDB:HMDB0240252,,HMDB:HMDB0240252,HMDB:HMDB0240252,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4670,HMDB:HMDB0014854,,HMDB:HMDB0014854,HMDB:HMDB0014854,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4671,HMDB:HMDB0062374,,HMDB:HMDB0062374,HMDB:HMDB0062374,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4672,HMDB:HMDB0030171,,HMDB:HMDB0030171,HMDB:HMDB0030171,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4673,HMDB:HMDB0014415,,HMDB:HMDB0014415,HMDB:HMDB0014415,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4674,HMDB:HMDB0014794,,HMDB:HMDB0014794,HMDB:HMDB0014794,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4675,HMDB:HMDB0032226,,HMDB:HMDB0032226,HMDB:HMDB0032226,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4676,HMDB:HMDB0014813,,HMDB:HMDB0014813,HMDB:HMDB0014813,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4677,HMDB:HMDB0013658,,HMDB:HMDB0013658,HMDB:HMDB0013658,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4678,HMDB:HMDB0005066,,HMDB:HMDB0005066,HMDB:HMDB0005066,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4679,HMDB:HMDB0031592,,HMDB:HMDB0031592,HMDB:HMDB0031592,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4680,HMDB:HMDB0033542,,HMDB:HMDB0033542,HMDB:HMDB0033542,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4681,HMDB:HMDB0127736,,HMDB:HMDB0127736,HMDB:HMDB0127736,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4682,HMDB:HMDB0125447,,HMDB:HMDB0125447,HMDB:HMDB0125447,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4683,HMDB:HMDB0060620,,HMDB:HMDB0060620,HMDB:HMDB0060620,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4684,HMDB:HMDB0240282,,HMDB:HMDB0240282,HMDB:HMDB0240282,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4685,HMDB:HMDB0031756,,HMDB:HMDB0031756,HMDB:HMDB0031756,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4686,HMDB:HMDB0030539,,HMDB:HMDB0030539,HMDB:HMDB0030539,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4687,HMDB:HMDB0039234,,HMDB:HMDB0039234,HMDB:HMDB0039234,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4688,HMDB:HMDB0002873,,HMDB:HMDB0002873,HMDB:HMDB0002873,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4689,HMDB:HMDB0005789,,HMDB:HMDB0005789,HMDB:HMDB0005789,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
4690,HMDB:HMDB0003134,,HMDB:HMDB0003134,HMDB:HMDB0003134,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
