,IS_name,component_name,feature_name,concentration_units,llod,ulod,lloq,uloq,correlation_coefficient,n_points,transformation_model,transformation_model_param_y_weight,transformation_model_param_y_datum_min,transformation_model_param_y_datum_max,transformation_model_param_x_weight,transformation_model_param_x_datum_min,transformation_model_param_x_datum_max,transformation_model_param_symmetric_regression,transformation_model_param_slope,transformation_model_param_intercept
5064,,HMDB:HMDB0038618,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5065,,HMDB:HMDB0061926,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5066,,HMDB:HMDB0126147,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5067,,HMDB:HMDB0135843,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5068,,HMDB:HMDB0135850,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5069,,HMDB:HMDB0130646,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5070,,HMDB:HMDB0039047,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5071,,HMDB:HMDB0059759,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5072,,HMDB:HMDB0030817,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5073,,HMDB:HMDB0060833,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5074,,HMDB:HMDB0029510,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5075,,HMDB:HMDB0039952,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5076,,HMDB:HMDB0015011,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5077,,HMDB:HMDB0035045,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5078,,HMDB:HMDB0037298,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5079,,HMDB:HMDB0014758,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5080,,HMDB:HMDB0031690,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5081,,HMDB:HMDB0032587,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5082,,HMDB:HMDB0029793,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5083,,HMDB:HMDB0031964,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5084,,HMDB:HMDB0011154,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5085,,HMDB:HMDB0012530,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5086,,HMDB:HMDB0038506,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5087,,HMDB:HMDB0041050,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5088,,HMDB:HMDB0035215,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5089,,HMDB:HMDB0038308,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5090,,HMDB:HMDB0014675,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5091,,HMDB:HMDB0014667,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5092,,HMDB:HMDB0126660,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5093,,HMDB:HMDB0033507,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5094,,HMDB:HMDB0034873,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5095,,HMDB:HMDB0042059,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5096,,HMDB:HMDB0013038,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5097,,HMDB:HMDB0060062,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5098,,HMDB:HMDB0013334,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5099,,HMDB:HMDB0031554,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5100,,HMDB:HMDB0128825,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5101,,HMDB:HMDB0014599,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5102,,HMDB:HMDB0129407,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5103,,HMDB:HMDB0037058,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5104,,HMDB:HMDB0035465,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5105,,HMDB:HMDB0040565,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5106,,HMDB:HMDB0030700,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5107,,HMDB:HMDB0030900,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5108,,HMDB:HMDB0039953,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5109,,HMDB:HMDB0060582,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5110,,HMDB:HMDB0061092,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5111,,HMDB:HMDB0032844,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5112,,HMDB:HMDB0039042,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5113,,HMDB:HMDB0000774,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5114,,HMDB:HMDB0031689,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5115,,HMDB:HMDB0029622,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5116,,HMDB:HMDB0059632,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5117,,HMDB:HMDB0062325,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5118,,HMDB:HMDB0030008,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5119,,HMDB:HMDB0000878,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5120,,HMDB:HMDB0002356,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5121,,HMDB:HMDB0029994,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5122,,HMDB:HMDB0128127,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5123,,HMDB:HMDB0011610,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5124,,HMDB:HMDB0013995,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5125,,HMDB:HMDB0030435,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5126,,HMDB:HMDB0015669,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5127,,HMDB:HMDB0012280,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5128,,HMDB:HMDB0013628,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5129,,HMDB:HMDB0006317,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5130,,HMDB:HMDB0003236,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5131,,HMDB:HMDB0013219,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5132,,HMDB:HMDB0128161,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5133,,HMDB:HMDB0124896,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5134,,HMDB:HMDB0127853,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5135,,HMDB:HMDB0014933,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5136,,HMDB:HMDB0128691,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5137,,HMDB:HMDB0127341,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5138,,HMDB:HMDB0033623,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5139,,HMDB:HMDB0125228,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5140,,HMDB:HMDB0032389,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5141,,HMDB:HMDB0029190,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5142,,HMDB:HMDB0034030,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5143,,HMDB:HMDB0029356,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5144,,HMDB:HMDB0040121,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5145,,HMDB:HMDB0060898,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5146,,HMDB:HMDB0041101,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5147,,HMDB:HMDB0034575,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5148,,HMDB:HMDB0030163,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5149,,HMDB:HMDB0015397,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5150,,HMDB:HMDB0041933,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5151,,HMDB:HMDB0040815,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5152,,HMDB:HMDB0001217,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5153,,HMDB:HMDB0040909,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5154,,HMDB:HMDB0036581,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5155,,HMDB:HMDB0000793,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5156,,HMDB:HMDB0041596,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5157,,HMDB:HMDB0133415,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5158,,HMDB:HMDB0033440,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5159,,HMDB:HMDB0031945,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5160,,HMDB:HMDB0041970,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5161,,HMDB:HMDB0001185,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5162,,HMDB:HMDB0015686,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5163,,HMDB:HMDB0015466,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5164,,HMDB:HMDB0014516,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5165,,HMDB:HMDB0015235,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5166,,HMDB:HMDB0000222,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5167,,HMDB:HMDB0032023,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5168,,HMDB:HMDB0062244,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5169,,HMDB:HMDB0094700,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5170,,HMDB:HMDB0125257,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5171,,HMDB:HMDB0033287,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5172,,HMDB:HMDB0130139,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5173,,HMDB:HMDB0059984,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5174,,HMDB:HMDB0040556,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5175,,HMDB:HMDB0125816,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5176,,HMDB:HMDB0015561,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5177,,HMDB:HMDB0061023,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5178,,HMDB:HMDB0029869,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5179,,HMDB:HMDB0041278,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5180,,HMDB:HMDB0030975,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5181,,HMDB:HMDB0035689,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5182,,HMDB:HMDB0036855,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5183,,HMDB:HMDB0030162,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5184,,HMDB:HMDB0012518,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5185,,HMDB:HMDB0005814,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5186,,HMDB:HMDB0059929,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5187,,HMDB:HMDB0000501,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5188,,HMDB:HMDB0072855,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5189,,HMDB:HMDB0002869,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5190,,HMDB:HMDB0060504,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5191,,HMDB:HMDB0038416,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5192,,HMDB:HMDB0014851,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5193,,HMDB:HMDB0031254,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5194,,HMDB:HMDB0014363,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5195,,HMDB:HMDB0061107,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5196,,HMDB:HMDB0061641,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5197,,HMDB:HMDB0128331,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5198,,HMDB:HMDB0127816,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5199,,HMDB:HMDB0001274,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5200,,HMDB:HMDB0136103,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5201,,HMDB:HMDB0034589,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5202,,HMDB:HMDB0125870,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5203,,HMDB:HMDB0001117,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5204,,HMDB:HMDB0139187,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5205,,HMDB:HMDB0041257,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5206,,HMDB:HMDB0059971,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5207,,HMDB:HMDB0029308,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5208,,HMDB:HMDB0042015,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5209,,HMDB:HMDB0041190,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5210,,HMDB:HMDB0029542,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
5211,,HMDB:HMDB0240242,intensity,uM,0,0,0,0,0,0,linear,ln(y),-1000000000000000.0,1000000000000000.0,ln(x),-1000000000000000.0,1000000000000000.0,False,1,0
